price_time_stamp,currency,loc_name,city,review_count,state,zip_code_searched,latitude,product_name,payment_type,DATE_SCRAPED,phone,price_current,country,longitude,address_1,address_2,overall_rating
##########,USD,Chevron,Los Angeles,14,CA,90001,33.9822567,Regular,Credit,2022-04-18T05:01:30+8:00,323-587-2733,5.69,USA,-118.24079,6320 Holmes Ave,E Gage Ave,3.9
##########,USD,Shell,Los Angeles,25,CA,90001,33.975001,Regular,Credit,2022-04-18T05:01:30+8:00,323-753-0855,6.39,USA,-118.26468,605 E Florence Ave,S Avalon Blvd,2.8
##########,USD,Shell,Los Angeles,25,CA,90001,33.975001,Regular,Cash,2022-04-18T05:01:30+8:00,323-753-0855,6.19,USA,-118.26468,605 E Florence Ave,S Avalon Blvd,2.8
##########,USD,World,Los Angeles,40,CA,90001,33.9745196,Regular,Credit,2022-04-18T05:01:30+8:00,213-748-2821,5.59,USA,-118.26984,7201 S San Pedro St,E Florence Ave,3.3
##########,USD,Chevron,Los Angeles,30,CA,90001,33.9598124,Regular,Credit,2022-04-18T05:01:31+8:00,800-403-6142,5.99,USA,-118.26988,256 E Manchester Ave,S San Pedro St,2.9
##########,USD,Chevron,Los Angeles,30,CA,90001,33.9598124,Regular,Cash,2022-04-18T05:01:31+8:00,800-403-6142,5.89,USA,-118.26988,256 E Manchester Ave,S San Pedro St,2.9
##########,USD,Sinclair,Los Angeles,28,CA,90001,33.96037,Regular,Credit,2022-04-18T05:01:31+8:00,323-759-0569,5.49,USA,-118.26997,255 E Manchester Ave,S San Pedro St,3
##########,USD,Shell,Los Angeles,24,CA,90001,33.9749221,Regular,Credit,2022-04-18T05:01:31+8:00,323-753-1000,5.65,USA,-118.27872,303 W Florence Ave,S Broadway,3.9
##########,USD,Shell,Los Angeles,24,CA,90001,33.9749221,Regular,Cash,2022-04-18T05:01:31+8:00,323-753-1000,5.55,USA,-118.27872,303 W Florence Ave,S Broadway,3.9
##########,USD,ARCO,Los Angeles,79,CA,90001,33.9825934,Regular,Credit,2022-04-18T05:01:31+8:00,323-753-0708,5.55,USA,-118.27978,343 W Gage Ave,S Grand Ave,3.4
##########,USD,Chevron,Los Angeles,105,CA,90001,33.9743449,Regular,Credit,2022-04-18T05:01:31+8:00,323-750-1360,6.17,USA,-118.28167,428 W Florence Ave,S Flower St,2.8
##########,USD,Chevron,Los Angeles,105,CA,90001,33.9743449,Regular,Cash,2022-04-18T05:01:32+8:00,323-750-1360,5.87,USA,-118.28167,428 W Florence Ave,S Flower St,2.8
##########,USD,ARCO,Los Angeles,104,CA,90001,33.9602666,Regular,Credit,2022-04-18T05:01:32+8:00,323-752-3251,5.55,USA,-118.27751,251 W Manchester Ave,S Broadway,4.5
##########,USD,Mobil,Los Angeles,12,CA,90001,33.9889029,Regular,Credit,2022-04-18T05:01:32+8:00,323-231-2954,5.99,USA,-118.27791,254 W Slauson Ave,S Broadway,2.8
##########,USD,ARCO,Los Angeles,17,CA,90001,33.9489864,Regular,Credit,2022-04-18T05:01:32+8:00,323-777-9700,5.69,USA,-118.26497,9600 Avalon Blvd,E Colden Ave,2.8
##########,USD,Sinclair,Los Angeles,10,CA,90001,33.9825422,Regular,Credit,2022-04-18T05:01:32+8:00,,5.65,USA,-118.28242,6224 S Figueroa St,W Gage Ave,3.3
##########,USD,Sinclair,Los Angeles,10,CA,90001,33.9825422,Regular,Cash,2022-04-18T05:01:32+8:00,,5.55,USA,-118.28242,6224 S Figueroa St,W Gage Ave,3.3
##########,USD,Valero,Los Angeles,108,CA,90001,33.9748498,Regular,Credit,2022-04-18T05:01:32+8:00,323-752-6486,5.49,USA,-118.28413,615 W Florence Ave,Denver Ave,3.7
##########,USD,Chevron,Los Angeles,22,CA,90001,33.9820507,Regular,Credit,2022-04-18T05:01:32+8:00,323-752-4444,5.95,USA,-118.2829,6303 S Figueroa St,W Gage Ave,2.8
##########,USD,Chevron,Los Angeles,22,CA,90001,33.9820507,Regular,Cash,2022-04-18T05:01:32+8:00,323-752-4444,5.89,USA,-118.2829,6303 S Figueroa St,W Gage Ave,2.8
##########,USD,L.A. Fuel,Los Angeles,27,CA,90001,34.0033073,Regular,Credit,2022-04-18T05:01:32+8:00,(323) 233-2327,5.59,USA,-118.25615,4424 S Central Ave,E 45th St,3.4
##########,USD,Shell,Los Angeles,20,CA,90001,34.0042034,Regular,Credit,2022-04-18T05:01:32+8:00,323-233-5511,6.09,USA,-118.25231,1285 E Vernon Ave,Hooper Ave,3.9
##########,USD,Shell,Los Angeles,20,CA,90001,34.0042034,Regular,Cash,2022-04-18T05:01:32+8:00,323-233-5511,5.99,USA,-118.25231,1285 E Vernon Ave,Hooper Ave,3.9
##########,USD,76,Los Angeles,54,CA,90001,33.9598132,Regular,Credit,2022-04-18T05:01:32+8:00,323-758-0688,5.69,USA,-118.28222,8600 S Figueroa St,W Manchester Ave,2.6
##########,USD,76,Los Angeles,54,CA,90001,33.9598132,Regular,Cash,2022-04-18T05:01:32+8:00,323-758-0688,5.54,USA,-118.28222,8600 S Figueroa St,W Manchester Ave,2.6
##########,USD,Fig Fuel,Los Angeles,63,CA,90001,33.9889412,Regular,Credit,2022-04-18T05:01:33+8:00,323-759-9820,5.99,USA,-118.28226,5820 S Figueroa St,W Slauson Ave,3.4
##########,USD,76,Los Angeles,80,CA,90001,34.0027203,Regular,Credit,2022-04-18T05:01:33+8:00,323-234-2836,5.45,USA,-118.26491,4442 S Avalon Blvd,E 45th St,4
##########,USD,Chevron,Los Angeles,27,CA,90001,34.0042423,Regular,Credit,2022-04-18T05:01:33+8:00,323-231-8625,5.75,USA,-118.26499,4368 S Avalon Blvd,E Vernon Ave,3.7
##########,USD,Chevron,Los Angeles,27,CA,90001,34.0042423,Regular,Cash,2022-04-18T05:01:33+8:00,323-231-8625,5.65,USA,-118.26499,4368 S Avalon Blvd,E Vernon Ave,3.7
##########,USD,ARCO,Los Angeles,76,CA,90001,33.9457753,Regular,Credit,2022-04-18T05:01:33+8:00,323-755-9119,5.59,USA,-118.27358,9922 S Main St,E Century Blvd,2.8
##########,USD,Shell,Los Angeles,53,CA,90001,33.9458231,Regular,Credit,2022-04-18T05:01:34+8:00,323-755-6818,5.99,USA,-118.27876,9915 S Broadway,W Century Blvd,3.4
##########,USD,Shell,Los Angeles,53,CA,90001,33.9458231,Regular,Cash,2022-04-18T05:01:34+8:00,323-755-6818,5.89,USA,-118.27876,9915 S Broadway,W Century Blvd,3.4
##########,USD,Mobil,Los Angeles,12,CA,90001,34.0040544,Regular,Credit,2022-04-18T05:01:34+8:00,323-233-0777,6.09,USA,-118.27878,315 W Vernon Ave,S Broadway,3.8
##########,USD,Mobil,Los Angeles,12,CA,90001,34.0040544,Regular,Cash,2022-04-18T05:01:34+8:00,323-233-0777,6.09,USA,-118.27878,315 W Vernon Ave,S Broadway,3.8
##########,USD,76,Los Angeles,17,CA,90001,33.9452546,Regular,Credit,2022-04-18T05:01:34+8:00,323-242-3585,5.75,USA,-118.28222,10000 S Figueroa St,W Century Blvd,3.4
##########,USD,76,Los Angeles,17,CA,90001,33.9452546,Regular,Cash,2022-04-18T05:01:34+8:00,323-242-3585,5.65,USA,-118.28222,10000 S Figueroa St,W Century Blvd,3.4
##########,USD,7-Eleven,Los Angeles,,CA,90001,33.945824,Regular,Credit,2022-04-18T05:01:34+8:00,,5.64,USA,-118.28298,505 W Century Blvd,S Figueroa St,
##########,USD,7-Eleven,Los Angeles,,CA,90001,33.945824,Regular,Cash,2022-04-18T05:01:34+8:00,,5.55,USA,-118.28298,505 W Century Blvd,S Figueroa St,
##########,USD,Shell,Los Angeles,33,CA,90001,34.0034385,Regular,Credit,2022-04-18T05:01:34+8:00,323-234-4666,5.79,USA,-118.28303,4403 S Figueroa St,W Vernon Ave,3.3
##########,USD,Shell,Los Angeles,33,CA,90001,34.0034385,Regular,Cash,2022-04-18T05:01:34+8:00,323-234-4666,5.69,USA,-118.28303,4403 S Figueroa St,W Vernon Ave,3.3
##########,USD,US Gas,Los Angeles,86,CA,90001,33.94581,Regular,Cash,2022-04-18T05:01:35+8:00,562-928-7417,5.49,USA,-118.28667,9920 S Hoover St,W Century Blvd,3.3
##########,USD,76,Los Angeles,55,CA,90001,33.9742959,Regular,Credit,2022-04-18T05:01:35+8:00,323-778-4187,5.75,USA,-118.29991,1350 W Florence Ave,Normandie Ave,3.4
##########,USD,76,Los Angeles,55,CA,90001,33.9742959,Regular,Cash,2022-04-18T05:01:35+8:00,323-778-4187,5.65,USA,-118.29991,1350 W Florence Ave,Normandie Ave,3.4
##########,USD,Sinclair,Los Angeles,44,CA,90001,33.933712,Regular,Credit,2022-04-18T05:01:35+8:00,818-830-3200,5.59,USA,-118.26545,11151 S Avalon Blvd,E 111th Pl,3.5
##########,USD,Sinclair,Los Angeles,44,CA,90001,33.933712,Regular,Cash,2022-04-18T05:01:35+8:00,818-830-3200,5.49,USA,-118.26545,11151 S Avalon Blvd,E 111th Pl,3.5
##########,USD,Chevron,Los Angeles,26,CA,90001,33.9292603,Regular,Credit,2022-04-18T05:01:35+8:00,323-567-1441,5.99,USA,-118.25076,1340 E Imperial Hwy,Success Ave,3.3
##########,USD,Shell,Los Angeles,24,CA,90001,33.9291683,Regular,Credit,2022-04-18T05:01:35+8:00,323-564-5333,5.99,USA,-118.25462,1150 E Imperial Hwy,S Central Ave,3.2
##########,USD,7-Eleven,Los Angeles,32,CA,90001,33.94512,Regular,Credit,2022-04-18T05:01:36+8:00,323-203-8029,5.64,USA,-118.29122,10000 Vermont Ave,W Century Blvd,3.9
##########,USD,ARCO,Los Angeles,41,CA,90001,33.93084,Regular,Credit,2022-04-18T05:01:36+8:00,323-754-9470,5.55,USA,-118.2655,484 E Imperial Hwy,S Avalon Blvd,2.9
##########,USD,ARCO,Los Angeles,41,CA,90001,33.93084,Regular,Cash,2022-04-18T05:01:36+8:00,323-754-9470,5.45,USA,-118.2655,484 E Imperial Hwy,S Avalon Blvd,2.9
##########,USD,Mobil,Los Angeles,18,CA,90001,34.0202458,Regular,Credit,2022-04-18T05:01:36+8:00,213-745-7441,6.19,USA,-118.23907,1690 S Alameda St,E Washington Blvd,4.3
##########,USD,RHDM Fuel,Los Angeles,20,CA,90001,33.9312691,Regular,Credit,2022-04-18T05:01:36+8:00,323-777-7119,5.55,USA,-118.27415,11321 S Main St,Imperial Hwy,2.8
##########,USD,RHDM Fuel,Los Angeles,20,CA,90001,33.9312691,Regular,Cash,2022-04-18T05:01:36+8:00,323-777-7119,5.45,USA,-118.27415,11321 S Main St,Imperial Hwy,2.8
##########,USD,76,Los Angeles,23,CA,90001,33.9349841,Regular,Credit,2022-04-18T05:01:36+8:00,323-756-1481,5.77,USA,-118.28281,11025 S Figueroa St,111th St,4.2
##########,USD,76,Los Angeles,23,CA,90001,33.9349841,Regular,Cash,2022-04-18T05:01:36+8:00,323-756-1481,5.67,USA,-118.28281,11025 S Figueroa St,111th St,4.2
##########,USD,SC Fuels,Los Angeles,22,CA,90001,34.0215019,Regular,Credit,2022-04-18T05:01:37+8:00,626-444-2691,5.79,USA,-118.23974,1631 S Alameda St,16th St,2.2
##########,USD,ARCO,Los Angeles,32,CA,90001,33.9707069,Regular,Credit,2022-04-18T05:01:37+8:00,323-541-0890,5.39,USA,-118.30868,7600 S Western Ave,W 76th St,2.8
##########,USD,Shell,Los Angeles,25,CA,90001,33.92395,Regular,Credit,2022-04-18T05:01:37+8:00,323-566-1667,5.99,USA,-118.24654,11913 S Compton Ave,E 120th St,2.9
##########,USD,Shell,Los Angeles,25,CA,90001,33.92395,Regular,Cash,2022-04-18T05:01:37+8:00,323-566-1667,5.89,USA,-118.24654,11913 S Compton Ave,E 120th St,2.9
##########,USD,Ralphs,Los Angeles,1,CA,90001,33.959437,Regular,Credit,2022-04-18T05:01:37+8:00,,5.45,USA,-118.30783,1730 W Manchester Blvd,S Western Ave,5
##########,USD,Chevron,Los Angeles,26,CA,90001,33.9312484,Regular,Credit,2022-04-18T05:01:37+8:00,323-756-1006,5.99,USA,-118.28223,449 W Imperial Hwy,S Figueroa St,3.6
##########,USD,Chevron,Los Angeles,26,CA,90001,33.9312484,Regular,Cash,2022-04-18T05:01:37+8:00,323-756-1006,5.89,USA,-118.28223,449 W Imperial Hwy,S Figueroa St,3.6
##########,USD,Chevron,Los Angeles,16,CA,90001,33.945644,Regular,Credit,2022-04-18T05:01:38+8:00,323-756-4303,5.99,USA,-118.29997,1359 W Century Blvd,S Normandie Ave,3
##########,USD,Chevron,Los Angeles,16,CA,90001,33.945644,Regular,Cash,2022-04-18T05:01:38+8:00,323-756-4303,5.89,USA,-118.29997,1359 W Century Blvd,S Normandie Ave,3
##########,USD,Metro Gas,Los Angeles,57,CA,90001,34.01046,Regular,Credit,2022-04-18T05:01:38+8:00,323-233-4155,5.49,USA,-118.29189,1010 W Martin Luther King Jr Blvd,S Vermont Ave,2.7
##########,USD,Metro Gas,Los Angeles,57,CA,90001,34.01046,Regular,Cash,2022-04-18T05:01:38+8:00,323-233-4155,5.49,USA,-118.29189,1010 W Martin Luther King Jr Blvd,S Vermont Ave,2.7
##########,USD,Speedway Express,Los Angeles,45,CA,90001,33.945652,Regular,Credit,2022-04-18T05:01:38+8:00,323-779-1458,5.65,USA,-118.30058,1403 W Century Blvd,S Normandie Ave,3.5
##########,USD,76,Los Angeles,23,CA,90001,33.9893644,Regular,Credit,2022-04-18T05:01:38+8:00,323-291-3438,5.99,USA,-118.30866,5816 S Western Ave,W Slauson Ave,2.4
##########,USD,Mobil,Los Angeles,15,CA,90001,33.9602192,Regular,Credit,2022-04-18T05:01:38+8:00,323-758-6233,5.97,USA,-118.3094,1803 W Manchester Ave,S Western Ave,3.6
##########,USD,Mobil,Los Angeles,15,CA,90001,33.9602192,Regular,Cash,2022-04-18T05:01:38+8:00,323-758-6233,5.89,USA,-118.3094,1803 W Manchester Ave,S Western Ave,3.6
##########,USD,Us Gasoline,Los Angeles,187,CA,90002,33.916726,Regular,Credit,2022-04-18T05:01:41+8:00,323-569-4226,5.29,USA,-118.25417,12706 S Central Ave,El Segundo Blvd,3.6
##########,USD,ARCO,Los Angeles,152,CA,90002,33.9166898,Regular,Credit,2022-04-18T05:01:41+8:00,323-757-1500,5.57,USA,-118.27364,105 E El Segundo Blvd,S Main St,3.7
##########,USD,Mobil,Los Angeles,18,CA,90002,33.9306591,Regular,Credit,2022-04-18T05:01:41+8:00,323-779-7100,5.89,USA,-118.2912,11400 S Vermont Ave,Imperial Hwy,3.2
##########,USD,Mobil,Los Angeles,18,CA,90002,33.9306591,Regular,Cash,2022-04-18T05:01:41+8:00,323-779-7100,5.79,USA,-118.2912,11400 S Vermont Ave,Imperial Hwy,3.2
##########,USD,USA Gasoline,Los Angeles,22,CA,90002,33.9311943,Regular,Credit,2022-04-18T05:01:41+8:00,323-242-0657,5.59,USA,-118.29219,11259 S Vermont Ave,Imperial Hwy,3.4
##########,USD,ARCO,Los Angeles,25,CA,90002,33.9306787,Regular,Credit,2022-04-18T05:01:42+8:00,323-242-3560,5.59,USA,-118.29293,1026 W Imperial Hwy,S Vermont Ave,3.7
##########,USD,Shell,Los Angeles,17,CA,90002,33.902466,Regular,Credit,2022-04-18T05:01:42+8:00,310-515-2273,6.09,USA,-118.26495,14216 S Avalon Blvd,E Rosecrans Ave,3.5
##########,USD,Shell,Los Angeles,17,CA,90002,33.902466,Regular,Cash,2022-04-18T05:01:42+8:00,310-515-2273,5.99,USA,-118.26495,14216 S Avalon Blvd,E Rosecrans Ave,3.5
##########,USD,USA Gasoline,Los Angeles,18,CA,90002,33.9019538,Regular,Credit,2022-04-18T05:01:42+8:00,310-323-2447,5.66,USA,-118.26488,600 E Rosecrans Ave,S Avalon Blvd,2.8
##########,USD,ARCO,Los Angeles,29,CA,90002,33.9524353,Regular,Credit,2022-04-18T05:01:42+8:00,323-615-6733,5.25,USA,-118.30863,9200 S Western Ave,W 92nd St,3.8
##########,USD,ARCO,Los Angeles,29,CA,90002,33.9524353,Regular,Cash,2022-04-18T05:01:42+8:00,323-615-6733,5.15,USA,-118.30863,9200 S Western Ave,W 92nd St,3.8
##########,USD,ARCO,Los Angeles,89,CA,90003,33.959755,Regular,Credit,2022-04-18T05:01:46+8:00,323-451-3034,5.25,USA,-118.31522,2050 W Manchester Ave,S Wilton Pl,3.7
##########,USD,ARCO,Los Angeles,89,CA,90003,33.959755,Regular,Cash,2022-04-18T05:01:46+8:00,323-451-3034,5.15,USA,-118.31522,2050 W Manchester Ave,S Wilton Pl,3.7
##########,USD,Chevron,Los Angeles,17,CA,90003,33.9452257,Regular,Credit,2022-04-18T05:01:46+8:00,323-756-8300,5.95,USA,-118.31736,2138 W Century Blvd,S Van Ness Ave,3.8
##########,USD,Food 4 Less,Los Angeles,147,CA,90003,33.929745,Regular,Credit,2022-04-18T05:01:46+8:00,323-757-1257,5.43,USA,-118.30937,11407 S Western Ave,Imperial Hwy,4.3
##########,USD,Mobil,Los Angeles,25,CA,90003,33.9748687,Regular,Credit,2022-04-18T05:01:47+8:00,323-750-7585,5.97,USA,-118.3305,7130 Crenshaw Blvd,W Florence Ave,3.6
##########,USD,Mobil,Los Angeles,25,CA,90003,33.9748687,Regular,Cash,2022-04-18T05:01:47+8:00,323-750-7585,5.89,USA,-118.3305,7130 Crenshaw Blvd,W Florence Ave,3.6
##########,USD,76,Los Angeles,377,CA,90004,34.0833634,Regular,Credit,2022-04-18T05:01:49+8:00,323-660-3662,5.65,USA,-118.30083,4600 Melrose Ave,N Normandie Ave,4.1
##########,USD,76,Los Angeles,377,CA,90004,34.0833634,Regular,Cash,2022-04-18T05:01:49+8:00,323-660-3662,5.49,USA,-118.30083,4600 Melrose Ave,N Normandie Ave,4.1
##########,USD,Conserv Fuel,Los Angeles,140,CA,90004,34.07613,Regular,Credit,2022-04-18T05:01:49+8:00,213-389-1414,5.67,USA,-118.2871,3625 Temple Blvd,N Virgil Ave,4.1
##########,USD,Conserv Fuel,Los Angeles,140,CA,90004,34.07613,Regular,Cash,2022-04-18T05:01:49+8:00,213-389-1414,5.57,USA,-118.2871,3625 Temple Blvd,N Virgil Ave,4.1
##########,USD,Chevron,Los Angeles,56,CA,90004,34.0833746,Regular,Credit,2022-04-18T05:01:49+8:00,323-660-4035,5.75,USA,-118.30019,4590 Melrose Ave,N Normandie Ave,4.1
##########,USD,Chevron,Los Angeles,56,CA,90004,34.0833746,Regular,Cash,2022-04-18T05:01:49+8:00,323-660-4035,5.59,USA,-118.30019,4590 Melrose Ave,N Normandie Ave,4.1
##########,USD,76,Los Angeles,38,CA,90004,34.0814485,Regular,Credit,2022-04-18T05:01:49+8:00,626-914-4717,5.79,USA,-118.29201,591 N Vermont Ave,Clinton St,3.7
##########,USD,76,Los Angeles,38,CA,90004,34.0814485,Regular,Cash,2022-04-18T05:01:49+8:00,626-914-4717,5.69,USA,-118.29201,591 N Vermont Ave,Clinton St,3.7
##########,USD,ARCO,Los Angeles,176,CA,90004,34.0832313,Regular,Credit,2022-04-18T05:01:49+8:00,323-462-0016,5.67,USA,-118.30946,655 N Western Ave,Melrose Ave,4.2
##########,USD,Mobil,Los Angeles,98,CA,90004,34.0765422,Regular,Credit,2022-04-18T05:01:50+8:00,323-465-2566,5.85,USA,-118.30953,4605 Beverly Blvd,N Western Ave,3.6
##########,USD,Mobil,Los Angeles,98,CA,90004,34.0765422,Regular,Cash,2022-04-18T05:01:50+8:00,323-465-2566,5.69,USA,-118.30953,4605 Beverly Blvd,N Western Ave,3.6
##########,USD,Valero,Los Angeles,60,CA,90004,34.0692093,Regular,Credit,2022-04-18T05:01:50+8:00,213-386-7933,5.89,USA,-118.29207,3501 W 3rd St,S Vermont Ave,3.8
##########,USD,Valero,Los Angeles,60,CA,90004,34.0692093,Regular,Cash,2022-04-18T05:01:50+8:00,213-386-7933,5.79,USA,-118.29207,3501 W 3rd St,S Vermont Ave,3.8
##########,USD,Valero,Los Angeles,77,CA,90004,34.083269,Regular,Credit,2022-04-18T05:01:50+8:00,323-465-8296,5.89,USA,-118.32692,655 N Rossmore Ave,Melrose Ave,4.7
##########,USD,Mobil,Los Angeles,31,CA,90004,34.0831727,Regular,Credit,2022-04-18T05:01:50+8:00,323-662-8654,5.99,USA,-118.29203,657 N Vermont Ave,Melrose Ave,3.5
##########,USD,Shell,Los Angeles,36,CA,90004,34.0692307,Regular,Credit,2022-04-18T05:01:50+8:00,213-738-1808,5.99,USA,-118.30873,270 S Western Ave,W 3rd St,3.7
##########,USD,76,Los Angeles,86,CA,90004,34.0767204,Regular,Credit,2022-04-18T05:01:50+8:00,323-665-8139,5.79,USA,-118.29146,304 N Vermont Ave,Beverly Blvd,3.7
##########,USD,76,Los Angeles,86,CA,90004,34.0767204,Regular,Cash,2022-04-18T05:01:50+8:00,323-665-8139,5.68,USA,-118.29146,304 N Vermont Ave,Beverly Blvd,3.7
##########,USD,Shell,Los Angeles,50,CA,90004,34.0774153,Regular,Credit,2022-04-18T05:01:50+8:00,323-666-2250,6.06,USA,-118.29197,341 N Vermont Ave,Oakwood Ave,3.6
##########,USD,Shell,Los Angeles,50,CA,90004,34.0774153,Regular,Cash,2022-04-18T05:01:50+8:00,323-666-2250,5.75,USA,-118.29197,341 N Vermont Ave,Oakwood Ave,3.6
##########,USD,Chevron,Los Angeles,37,CA,90004,34.0692129,Regular,Credit,2022-04-18T05:01:50+8:00, 213-387-3299,5.89,USA,-118.29873,3817 W 3rd St,S Mariposa Ave,3.3
##########,USD,Chevron,Los Angeles,37,CA,90004,34.0692129,Regular,Cash,2022-04-18T05:01:50+8:00, 213-387-3299,5.79,USA,-118.29873,3817 W 3rd St,S Mariposa Ave,3.3
##########,USD,USA Gasoline,Los Angeles,143,CA,90004,34.0836944,Regular,Credit,2022-04-18T05:01:51+8:00,323-469-8780,5.69,USA,-118.31322,5175 Melrose Ave,N Wilton Place,4.3
##########,USD,Shell,Los Angeles,480,CA,90004,34.083725,Regular,Credit,2022-04-18T05:01:51+8:00,323-667-2331,5.75,USA,-118.29801,4501 Melrose Ave,N Alexandria Ave,3.8
##########,USD,Shell,Los Angeles,480,CA,90004,34.083725,Regular,Cash,2022-04-18T05:01:51+8:00,323-667-2331,5.59,USA,-118.29801,4501 Melrose Ave,N Alexandria Ave,3.8
##########,USD,Chevron,Los Angeles,78,CA,90004,34.0638189,Regular,Credit,2022-04-18T05:01:51+8:00,213-381-3810,5.99,USA,-118.29507,3325 W 6th St,S Catalina St,3.4
##########,USD,Chevron,Los Angeles,78,CA,90004,34.0638189,Regular,Cash,2022-04-18T05:01:51+8:00,213-381-3810,5.89,USA,-118.29507,3325 W 6th St,S Catalina St,3.4
##########,USD,G&M,Los Angeles,66,CA,90004,34.0577683,Regular,Credit,2022-04-18T05:01:51+8:00,800-403-6142,5.59,USA,-118.30941,801 S Western Ave,W 8th St,3.8
##########,USD,G&M,Los Angeles,66,CA,90004,34.0577683,Regular,Cash,2022-04-18T05:01:51+8:00,800-403-6142,5.49,USA,-118.30941,801 S Western Ave,W 8th St,3.8
##########,USD,ARCO,Los Angeles,83,CA,90004,34.0906073,Regular,Credit,2022-04-18T05:01:51+8:00,323-661-9797,5.79,USA,-118.29132,4666 Santa Monica Blvd,N Vermont Ave,3.9
##########,USD,Mobil,Los Angeles,263,CA,90004,34.0529028,Regular,Credit,2022-04-18T05:01:52+8:00,323-737-7738,5.77,USA,-118.30941,3309 W Olympic Blvd,S Western Ave,4.6
##########,USD,Shell,Los Angeles,39,CA,90004,34.059426,Regular,Credit,2022-04-18T05:01:52+8:00,213-389-4277,5.94,USA,-118.29136,700 S Vermont Ave,W 7th St,3.3
##########,USD,Shell,Los Angeles,39,CA,90004,34.059426,Regular,Cash,2022-04-18T05:01:52+8:00,213-389-4277,5.79,USA,-118.29136,700 S Vermont Ave,W 7th St,3.3
##########,USD,Sinclair,Los Angeles,322,CA,90004,34.088396,Regular,Credit,2022-04-18T05:01:52+8:00,323-666-8414,5.67,USA,-118.28666,924 N Virgil Ave,Lockwood Ave,3.6
##########,USD,Sinclair,Los Angeles,322,CA,90004,34.088396,Regular,Cash,2022-04-18T05:01:52+8:00,323-666-8414,5.57,USA,-118.28666,924 N Virgil Ave,Lockwood Ave,3.6
##########,USD,76,Los Angeles,107,CA,90004,34.052865,Regular,Credit,2022-04-18T05:01:52+8:00,323-735-1000,5.79,USA,-118.3143,3481 W Olympic Blvd,S Wilton Pl,3.7
##########,USD,USA Gasoline,Los Angeles,60,CA,90004,34.0983488,Regular,Credit,2022-04-18T05:01:52+8:00,323-665-0764,5.85,USA,-118.29909,5025 W Sunset Blvd,N Mariposa Ave,3.9
##########,USD,Mobil,Los Angeles,82,CA,90004,34.053425,Regular,Credit,2022-04-18T05:01:52+8:00,323-933-3804,5.89,USA,-118.32047,3950 W Olympic Blvd,S Norton Ave,2.9
##########,USD,Mobil,Los Angeles,82,CA,90004,34.053425,Regular,Cash,2022-04-18T05:01:52+8:00,323-933-3804,5.79,USA,-118.32047,3950 W Olympic Blvd,S Norton Ave,2.9
##########,USD,Eco Fuel,Los Angeles,67,CA,90004,34.0544172,Regular,Credit,2022-04-18T05:01:52+8:00,323-933-6108,5.49,USA,-118.32347,1009 Crenshaw Blvd,W Olympic Blvd,2.7
##########,USD,ARCO,Los Angeles,98,CA,90004,34.098328,Regular,Credit,2022-04-18T05:01:52+8:00,323-663-6642,5.79,USA,-118.29865,5007 W Sunset Blvd,N Alexandria Ave,4
